artist,id,song_descriptor,x1_graphics,x2_graphics,x0_descriptive,x1_descriptive,x2_descriptive,x3_descriptive,x4_descriptive,x5_descriptive,x6_descriptive,x7_descriptive,x8_descriptive,x9_descriptive,x10_descriptive,x11_descriptive,x12_descriptive,x13_descriptive,x14_descriptive,x15_descriptive,x16_descriptive,x17_descriptive,x18_descriptive,x19_descriptive,x20_descriptive,x21_descriptive,x22_descriptive,x23_descriptive,x24_descriptive,x25_descriptive,x26_descriptive,x27_descriptive,x28_descriptive,x29_descriptive,x30_descriptive,x31_descriptive,x32_descriptive,x33_descriptive,x34_descriptive,x35_descriptive,x36_descriptive,x37_descriptive,x38_descriptive,x39_descriptive,x40_descriptive,x41_descriptive,x42_descriptive,x43_descriptive,x44_descriptive,x45_descriptive,x46_descriptive,x47_descriptive,x48_descriptive,x49_descriptive,x50_descriptive,x51_descriptive,x52_descriptive,x53_descriptive,x54_descriptive,x55_descriptive,x56_descriptive,x57_descriptive,x58_descriptive,x59_descriptive,x60_descriptive,x61_descriptive,x62_descriptive,x63_descriptive,x64_descriptive,x65_descriptive,x66_descriptive,x67_descriptive,x68_descriptive,x69_descriptive,x70_descriptive,x71_descriptive,x72_descriptive,x73_descriptive,x74_descriptive,x75_descriptive,x76_descriptive,x77_descriptive,x78_descriptive,x79_descriptive,x80_descriptive,x81_descriptive,x82_descriptive,x83_descriptive,x84_descriptive,x85_descriptive,x86_descriptive,x87_descriptive,x88_descriptive,x89_descriptive,x90_descriptive,x91_descriptive,x92_descriptive,x93_descriptive,x94_descriptive,x95_descriptive,x96_descriptive,x97_descriptive,x98_descriptive,x99_descriptive,x100_descriptive,x101_descriptive,x102_descriptive,x103_descriptive,x104_descriptive,x105_descriptive,x106_descriptive,x107_descriptive,x108_descriptive,x109_descriptive,x110_descriptive,x111_descriptive,x112_descriptive,x113_descriptive,x114_descriptive,x115_descriptive,x116_descriptive,x117_descriptive,x118_descriptive,x119_descriptive,x120_descriptive,x121_descriptive,x122_descriptive,x123_descriptive,x124_descriptive,x125_descriptive,x126_descriptive,x127_descriptive,popularity_mean,popularity_variance,danceability_mean,danceability_variance,duration_mean,duration_variance,energy_mean,energy_variance,instrumentalness_mean,instrumentalness_variance,key_mean,key_variance,liveness_mean,liveness_variance,loudness_mean,loudness_variance,mode_mean,mode_variance,speechiness_mean,speechiness_variance,tempo_mean,tempo_variance,time_mean,time_variance,valance_mean,valance_variance
Kingdom of Blood,,270.161529541016,270.1615,83.118774,270.1613,83.11882,82.560486,62.170982,52.92493,51.291073,44.82984,39.75038,37.307674,35.181675,33.477722,29.158686,28.62308,28.021538,26.07636,25.647478,24.821974,24.198774,22.563042,20.835787,20.463966,19.598885,19.364435,18.100157,17.079567,16.709808,15.882865,15.226567,14.832959,14.003278,13.782339,13.50735,13.142309,12.430986,12.240458,12.023535,11.7752695,10.827028,10.436121,10.22393,9.59467,9.542439,9.038136,8.590475,8.406361,8.295909,7.8156395,7.451938,7.32701,7.045143,6.9206786,6.8974934,6.7185993,6.1793923,6.14978,5.7798653,5.4792385,5.3736253,5.089137,4.920945,4.8429294,4.680957,4.4685955,4.418837,4.165468,4.1122437,3.9802043,3.7317057,3.665971,3.5160425,3.384661,3.2985067,3.097195,2.940623,2.8473678,2.6992598,2.5890152,2.470538,2.2534268,2.23412,2.1057715,2.0162766,1.9772055,1.8917844,1.7513345,1.6656777,1.5958575,1.530725,1.4746132,1.4692411,1.4102535,1.3316132,1.2985129,1.2639197,1.1901554,1.1248801,1.0868421,1.0627512,0.9758004,0.94959295,0.9056987,0.85478204,0.8434197,0.7572305,0.7484408,0.73814803,0.6989063,0.6520799,0.6398909,0.62026244,0.5894066,0.5285303,0.49031568,0.4862105,0.44384554,0.43263966,0.4132635,0.40531695,0.35702792,0.32710838,0.31700575,0.29036152,0.25804448,0.24304733,0.21304032,0.1995838,0.096543886,9.8045355e-05,,,,,,,,,,,,,,,,,,,,,,,,,,
Yandar & Yostin,,627.97265625,627.97217,307.03088,627.97076,307.03055,205.70978,110.523796,105.88232,91.32735,82.151665,72.85839,69.461266,65.95163,63.86903,53.035484,51.89141,47.81473,44.78334,43.056686,40.78329,37.758305,37.313736,32.74909,31.236906,29.232744,27.855982,26.015917,24.619356,22.821012,21.856745,21.32881,20.59561,19.653872,18.906336,17.40696,16.93449,16.796766,15.678697,15.147131,14.807138,13.9580765,13.431343,13.272349,12.814431,12.538242,12.006732,11.874936,11.256177,10.9099655,10.661123,10.348957,9.901728,9.653352,9.251587,8.830489,8.707922,8.316758,8.006103,7.827177,7.5234632,7.3109303,7.028084,6.967691,6.7547917,6.5881596,6.497655,6.335951,6.1884546,6.0540657,5.866447,5.799296,5.493591,5.4186573,5.299642,5.1472926,4.984266,4.9400864,4.720266,4.3863354,4.3415923,4.2734027,4.188751,3.9099145,3.8526244,3.7290654,3.692112,3.5274749,3.487881,3.2970693,3.2126667,3.1219409,3.0058858,2.9301667,2.8440678,2.707731,2.6328044,2.5738108,2.491848,2.4023726,2.337806,2.2849402,2.1943877,2.1399784,2.096991,2.0223677,1.8826156,1.8699585,1.8264189,1.752449,1.711412,1.6481372,1.6089754,1.5693313,1.5343744,1.4617475,1.4196163,1.369015,1.3346785,1.2934974,1.2497352,1.2077311,1.1687037,1.0744933,1.0687138,1.0499445,1.0079631,0.9450273,0.85112906,0.6519019,0.23536612,0.00039016898,,,,,,,,,,,,,,,,,,,,,,,,,,
Luciferian Werewolfs,,706.724914550781,706.72455,357.36526,706.7253,357.36502,171.64838,147.23093,129.81696,109.847015,98.87912,95.869576,85.6507,69.57466,62.82737,57.643524,55.400486,51.731823,50.82635,48.12156,42.706,40.451195,37.91488,36.416042,34.110287,33.30558,29.861809,29.269312,27.843681,27.405535,27.247465,26.577328,26.195778,25.123514,24.927462,24.182518,23.746666,23.23546,22.677591,22.478476,22.237135,21.990805,21.774174,21.229263,20.918167,20.53651,20.206646,19.370798,19.220976,18.7452,18.341564,18.146465,17.948786,17.49867,17.32049,16.96945,16.730879,16.512054,16.345572,16.268328,15.869663,15.595586,15.319084,15.135078,14.511221,14.182883,13.916448,13.708995,13.529955,13.16903,13.041428,12.66653,12.507737,12.352382,12.21013,12.144258,11.758543,11.537806,11.287733,11.215061,10.933953,10.734238,10.409702,10.332512,10.168674,9.946706,9.7975645,9.591073,9.550259,9.14014,8.732143,8.41326,8.197008,7.913591,7.606277,7.502345,6.9920774,6.5880513,6.2972145,6.260949,5.77255,5.6241255,5.4166617,5.3538623,5.2809067,4.914845,4.781496,4.659817,4.6536326,4.3185353,4.2388244,4.1945186,4.0313473,3.8495154,3.7547917,3.6023197,3.3969347,3.1904051,3.0919173,2.8600724,2.7200005,2.4251125,2.2052367,2.1199956,1.6906104,1.566763,1.3930753,1.2680447,0.9707642,0.84566474,0.47858962,0.0001755519,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Petit Fellas,0KuSKX95imv2ymBDqrixLv,817.317138671875,817.31714,268.14502,817.3169,268.1439,223.14343,198.10687,167.25098,140.50668,129.01793,117.24842,115.3955,99.40084,95.71771,90.18702,82.64979,81.14326,75.8656,71.381516,70.72102,66.92253,61.938,59.47762,58.311592,56.05044,53.63097,50.80297,49.39678,44.41718,43.791134,42.34881,41.1039,40.301353,39.27298,35.647167,34.670418,33.840904,32.104115,30.822063,29.761894,28.908098,26.882528,26.065655,25.620451,23.60712,23.285376,23.069065,22.11211,21.439371,20.454048,20.021473,18.86998,18.251577,18.036512,17.22237,16.685165,15.67842,15.456748,15.397195,14.858064,14.483049,13.439032,13.108574,12.761898,12.489339,12.182173,11.904694,11.708993,11.295065,10.883479,10.517956,10.036225,9.989612,9.410246,8.992403,8.723011,8.384438,8.278414,7.9480405,7.6763597,7.5752306,7.262007,7.099981,6.724108,6.667634,6.226659,6.105166,5.7903824,5.6682343,5.230733,5.0479994,4.9282036,4.7896156,4.69223,4.56694,4.4282727,4.1798406,4.0032635,3.8233316,3.616829,3.5303726,3.4683087,3.287741,3.248733,3.1946597,3.0300267,2.9018807,2.7628226,2.717853,2.63929,2.553681,2.4543874,2.252918,2.167359,2.1581514,2.0501027,2.0040755,1.8912799,1.8209951,1.7778834,1.6920888,1.6576967,1.5733509,1.4402757,1.4168596,1.212631,1.1234299,1.0242963,0.83222497,0.46131453,0.00019484774,23.6736842105263,120.325096952909,0.584157894736842,0.014688048753463,258989.684210526,11227233441.6687,0.686505263157895,0.029517407867036,0.028206994736842,0.017582532861529,5.57894736842105,12.2227146814404,0.229522105263158,0.038496878774515,-8.19812631578947,12.3916154787812,0.621052631578947,0.235346260387812,0.276331578947368,0.048919871844875,111.138378947368,882.328351161662,3.87368421052632,0.341939058171745,0.533795789473684,0.048163173666482
Luz Amparo,,367.771484375,367.77155,142.46762,367.77145,142.46762,131.91199,127.904305,107.87915,101.456825,86.480034,77.88587,68.62006,66.9696,60.652092,56.528522,51.093094,50.2044,48.038277,40.80261,39.75227,36.691883,36.14377,34.991543,33.964428,31.553825,30.20309,28.677326,26.86294,25.267244,23.816128,23.179787,22.058062,20.593954,19.721832,19.187716,17.857439,17.12545,16.324081,15.978293,15.760397,15.587287,14.392971,13.420982,12.663049,12.371335,12.075514,12.022317,11.7643795,11.17602,10.726941,10.445388,10.263556,9.421792,8.900596,8.572956,8.476234,8.1940365,7.8610015,7.218431,7.065865,6.827758,6.6897597,6.387254,6.1255727,5.8813,5.775183,5.6861687,5.60102,5.2997904,5.078486,4.8148637,4.784461,4.2958527,4.270051,4.173067,3.91992,3.84584,3.6588297,3.6023214,3.4819546,3.4686375,3.2539246,3.1068888,3.0435412,3.00639,2.8190877,2.7236295,2.5954077,2.5812364,2.505825,2.3330297,2.279302,2.1887681,2.1774101,2.0432322,1.9410617,1.9040457,1.8748909,1.8123587,1.7408123,1.7183428,1.6422557,1.5750812,1.5495154,1.4958544,1.4277954,1.3731731,1.3325782,1.3072857,1.2816263,1.2553996,1.2016251,1.1570305,1.1394982,1.1231545,1.0494363,1.0069962,0.9875829,0.94003695,0.91400963,0.90033466,0.8450824,0.8250151,0.7915414,0.76439285,0.7423372,0.6952881,0.66724414,0.6510399,0.37216505,8.768067e-05,,,,,,,,,,,,,,,,,,,,,,,,,,
Freddo Lucky Bossi,,313.975494384766,313.97528,148.84195,313.9752,148.84166,114.09841,104.989174,96.21593,90.82874,88.811386,82.707954,75.49794,72.0944,66.48106,64.120705,55.54864,54.186768,51.97456,49.190117,46.64559,45.433754,42.573376,40.769444,38.778336,38.03731,35.944786,34.9679,33.847675,32.453186,30.754925,28.938667,27.94399,26.9332,26.219444,24.782612,23.886145,22.560867,21.969334,21.730139,20.924316,19.930717,19.227934,19.209515,18.920792,18.361757,17.260584,16.791924,16.709372,16.09933,15.641217,15.39414,15.07833,14.336485,13.829724,13.023588,12.736185,11.520337,11.341673,10.80664,10.665361,10.441167,10.01286,9.46285,8.826852,8.700846,8.618335,8.282914,8.001894,7.621323,7.284791,7.118023,6.8736234,6.6580043,6.4176197,6.274078,6.1434617,5.938039,5.5087543,5.2720885,5.1342063,4.811797,4.47834,4.409632,4.076789,3.8870199,3.6832619,3.630432,3.4825573,3.4380171,3.3815334,3.2151337,3.1167667,3.0062575,2.894189,2.8169425,2.7458029,2.6177247,2.5455635,2.4782727,2.403233,2.3371239,2.2856274,2.158077,2.0916734,1.9946692,1.9524066,1.9067346,1.8558184,1.804098,1.7981222,1.6940631,1.6598705,1.6204696,1.5539103,1.47573,1.4022545,1.3637404,1.3511417,1.2904354,1.2833645,1.2515808,1.2126269,1.1705055,1.1573478,1.0646893,1.0362946,0.9896145,0.95005316,0.92673093,0.4818664,0.00015150939,,,,,,,,,,,,,,,,,,,,,,,,,,
Chupame El Dedo,,589.032409667969,589.03217,294.6209,589.03174,294.62103,230.34222,187.05482,167.06464,150.45619,138.92087,130.94493,128.41658,122.01464,109.63127,102.9028,97.53856,88.37987,84.8402,77.588425,76.52683,72.70258,69.082405,66.37121,63.252045,59.504158,56.84659,54.318714,50.87044,50.03799,48.17324,47.87604,45.00095,42.494473,40.658295,39.476955,38.3222,37.301792,36.317425,32.56966,31.809309,30.84236,30.305841,29.208004,28.846348,27.199177,26.340487,25.697083,24.737165,24.152592,23.617525,22.78258,22.328049,21.397005,20.96516,19.632374,19.286764,18.345085,17.872389,16.716888,16.37204,15.527762,15.254373,14.64917,14.510066,13.7830305,13.733186,13.177721,12.974728,12.554727,12.097673,11.851512,11.575189,11.479997,10.80208,10.337357,10.040387,9.708739,9.422615,9.157091,9.043351,8.761608,8.49381,8.367617,7.9097514,7.58448,7.1117,6.9906955,6.85392,6.730811,6.6108384,6.5718036,6.1529813,6.133388,6.031737,5.768069,5.5746107,5.4333363,5.1771607,5.035969,4.8618336,4.7331347,4.6551094,4.480395,4.460095,4.2943606,4.171052,4.100982,3.8797064,3.8650794,3.713352,3.5539565,3.5184662,3.4370735,3.3343945,3.285431,3.15727,3.123053,3.0623255,2.9164362,2.8702433,2.7218642,2.653227,2.550919,2.5096312,2.3547442,2.2726302,2.1646225,1.9978249,1.6665249,0.9094413,0.00020402877,,,,,,,,,,,,,,,,,,,,,,,,,,
Radio matuna,,649.607238769531,649.6077,330.47867,649.60834,330.47815,249.29839,208.53989,191.3983,185.67603,168.19926,160.85896,140.7645,130.43358,126.74327,110.9637,99.85964,97.40485,91.90174,85.52201,82.56926,77.424126,71.676544,70.15169,62.118305,55.71367,52.101414,50.715343,48.21478,47.37521,46.89817,45.528996,37.32942,36.185555,35.24924,33.746178,32.059048,31.239183,28.96267,28.208849,26.251833,25.597504,24.83438,23.737473,22.742393,22.296204,21.596262,19.218142,18.194035,17.477777,16.489006,16.303085,15.62124,15.275108,15.111793,14.333268,13.796144,13.724604,13.117668,12.863569,12.582529,12.006136,11.21886,11.0072775,10.901925,10.650576,10.351779,9.889273,9.650109,9.0194,8.7062435,8.668368,8.463206,8.153607,7.7434535,7.570258,7.2451696,7.052915,6.723144,6.45216,6.2659264,6.1628556,5.8574924,5.7360663,5.4912705,5.202555,5.1347604,4.9584184,4.781539,4.7054744,4.579474,4.453334,4.2842913,4.263367,4.071754,3.9696662,3.8432028,3.5157773,3.4724042,3.39269,3.33196,3.2595296,3.1983526,3.0973916,3.0114853,2.8351269,2.6294868,2.6108694,2.5837345,2.5209792,2.388771,2.3262234,2.2791588,2.206308,2.1596565,2.1507227,2.0797944,2.0353096,1.9222635,1.7923083,1.7725843,1.6552012,1.5972533,1.3827775,1.3722519,1.274458,1.0825521,1.0507026,0.9569616,0.6919909,0.36043808,0.00021453435,,,,,,,,,,,,,,,,,,,,,,,,,,
Sofia Carson,,103.403953552246,103.404,46.258713,103.40398,46.258682,29.66721,24.382395,21.663393,21.199295,19.99753,17.851328,17.797638,17.13766,16.530045,15.859495,15.045406,13.80021,13.525284,13.028942,12.401153,11.892949,11.515856,11.188277,10.976777,10.486601,9.926117,9.687351,9.481634,8.98255,8.674605,8.279805,8.104409,7.9623904,7.5026407,7.069411,6.8078537,6.7013226,6.471113,6.265229,6.1061497,5.7373333,5.693191,5.5641074,5.260615,5.0633407,4.8696313,4.777064,4.6977606,4.2952857,4.2433968,4.131787,4.041896,3.9541738,3.9178543,3.697523,3.6555605,3.4468455,3.4399562,3.379194,3.2277317,3.193454,3.0173671,2.9023683,2.7897203,2.5756133,2.5435753,2.4490223,2.412713,2.3497167,2.2383208,2.2130675,2.1218216,2.01099,1.914332,1.8794665,1.8141748,1.7605655,1.7286948,1.6781269,1.6418692,1.5613109,1.5208275,1.5028985,1.3980614,1.3751229,1.3008168,1.2726216,1.2267826,1.1988171,1.1757542,1.074564,1.0401647,1.0276479,1.0056753,0.97826093,0.9437374,0.8891748,0.84233266,0.8008589,0.78293073,0.7529836,0.7510188,0.72835606,0.6970775,0.6657063,0.65832835,0.64210516,0.6197969,0.5886257,0.5621563,0.5319035,0.51710427,0.49431416,0.46203357,0.4472233,0.41270965,0.39459214,0.38170445,0.36293557,0.3588872,0.3384203,0.31822914,0.31592372,0.29453436,0.27816358,0.2668515,0.24341895,0.22308382,0.20718426,0.112556346,2.465245e-05,,,,,,,,,,,,,,,,,,,,,,,,,,
La Mambanegra,1TCrJDPaqtcTkAEcSl0kBZ,72.4846115112305,72.48454,38.781055,72.48465,38.781055,31.94774,30.71516,29.528637,29.26651,26.714327,22.726448,21.4723,21.059652,20.26802,18.26537,17.091747,15.232482,14.741745,14.152473,13.373009,13.288142,12.739971,11.779765,11.663452,11.34313,10.953167,10.372651,9.889892,9.431965,9.096543,8.594879,8.224193,7.937478,7.588051,7.444989,7.3009787,6.9393973,6.7504144,6.5911107,6.0992594,5.973539,5.743313,5.639468,5.409955,5.389868,5.291386,5.2322574,4.9928484,4.92056,4.7984343,4.652394,4.493147,4.3636804,4.257113,4.2410307,4.045098,3.9728332,3.9029272,3.675568,3.6268435,3.4181073,3.3389258,3.2787566,3.2035367,2.994536,2.9658983,2.8210132,2.7093928,2.6044083,2.47888,2.4304953,2.3651254,2.2099009,2.1907034,2.0740247,2.0631442,2.0324752,1.9777905,1.904126,1.8343571,1.7817746,1.7270231,1.6460774,1.5855008,1.563433,1.4533254,1.3959496,1.3610872,1.2951679,1.2658925,1.2037867,1.1404722,1.0536258,1.0316993,0.9426055,0.89365435,0.8762134,0.82308,0.81350917,0.76232773,0.7295706,0.68864954,0.6647587,0.65714073,0.64246976,0.5931713,0.5754464,0.5541738,0.5432951,0.5232133,0.51075864,0.46652925,0.45436382,0.44126573,0.4127399,0.38883293,0.37349322,0.34738445,0.32461458,0.31179902,0.2910037,0.27781206,0.27659565,0.25030708,0.22874829,0.20099692,0.1978692,0.15588622,0.14158265,0.07211171,2.1907506e-05,7.0990099009901,70.6832663464366,0.714306930693069,0.008957499852956,264632.603960396,4289781798.99167,0.811782178217822,0.014256348593275,0.048644476435644,0.019508417654702,5.35643564356436,10.8432506616998,0.168976237623762,0.019537361415548,-6.25045544554455,3.4031565450446,0.732673267326733,0.195863150671503,0.074524752475248,0.003217693149691,124.667158415842,809.292360687776,3.96039603960396,0.077639447113028,0.795706930693069,0.027045576486619
Maréh,,543.594665527344,543.59436,242.94135,543.59424,242.9415,178.89864,146.52806,142.77406,132.01485,114.34974,102.55822,98.58276,92.65133,83.37731,80.318436,73.083046,69.35369,64.92479,60.238552,57.982456,52.821228,51.514153,49.363407,44.464348,41.609814,38.78698,35.981384,35.762447,35.51988,29.925123,29.602448,28.54199,27.666721,26.161327,24.962063,24.51131,22.58964,21.87297,20.726452,20.088985,18.77996,18.137375,17.801579,16.365402,15.922455,15.343928,15.183383,14.797383,13.340506,12.770346,12.661277,12.391116,11.904678,10.9063635,10.682257,10.470131,10.072405,9.760743,9.302524,9.117068,9.045747,8.323847,7.8810263,7.434773,7.3584085,7.0713,6.9572787,6.473442,6.3521757,6.0718384,5.98044,5.9476404,5.568417,5.423284,5.2971187,5.084973,4.90983,4.7234445,4.6478887,4.4630346,4.256233,4.0091996,3.946628,3.8955946,3.826797,3.6491184,3.453071,3.3311126,3.1333385,3.1137223,3.0006087,2.9456825,2.923229,2.7980502,2.6346023,2.587606,2.5270925,2.434786,2.3154361,2.2259521,2.0600553,2.0282514,1.9662924,1.938383,1.8875229,1.8182694,1.723168,1.6760826,1.6272043,1.5802333,1.5285045,1.4369289,1.3895972,1.3714839,1.3219639,1.2584392,1.2169795,1.171899,1.1229395,1.0936735,1.025261,0.9998513,0.97251034,0.9526187,0.8892798,0.8020351,0.77380675,0.6485403,0.4539139,0.2310539,0.00015541419,,,,,,,,,,,,,,,,,,,,,,,,,,
Draw My Apocalypse,,112.571220397949,112.571205,79.38665,112.57139,79.386635,75.572784,62.975937,59.138165,55.84996,45.90891,44.38354,39.763695,36.941227,34.097412,33.049362,31.074053,29.322363,27.884693,26.52246,25.549213,24.879545,23.172571,22.295341,20.652143,19.739628,18.12277,18.07997,16.14529,15.822867,15.603635,15.136303,14.088857,13.732823,13.262995,12.450703,12.149381,12.032439,11.871084,11.275683,10.882077,10.77139,10.565891,10.334372,9.973619,9.861713,9.387423,9.132341,8.879281,8.316648,8.212061,8.123936,7.6358066,7.5941753,7.3619657,6.998607,6.939826,6.536554,6.3487883,6.2100525,6.039414,6.034323,5.8373146,5.4054475,5.322847,5.1663837,4.946967,4.79381,4.6891227,4.454477,4.337781,4.1808624,4.09878,4.0574174,3.794921,3.5968506,3.4984002,3.3581204,3.2479248,3.1265013,2.9819837,2.7328877,2.7248232,2.5690591,2.4462492,2.387818,2.183165,2.1343985,2.0494905,2.0155306,1.9480027,1.806235,1.5969931,1.4393727,1.3759602,1.2962102,1.2449621,1.166671,1.1269054,1.0428885,0.99256563,0.92048854,0.8656027,0.81779,0.7554641,0.70354223,0.6567032,0.60849243,0.5663032,0.53680027,0.49331486,0.45347002,0.43991336,0.40910178,0.38256302,0.3595858,0.34572905,0.3314716,0.31565055,0.28960502,0.2751709,0.25581357,0.24978986,0.2293759,0.22387251,0.21395288,0.20489056,0.16074504,0.14943495,0.11363381,0.06076705,9.117991e-05,,,,,,,,,,,,,,,,,,,,,,,,,,
Gotshell,,1564.82861328125,1564.8282,596.99854,1564.8281,596.9955,342.36923,200.2562,136.87987,91.129616,60.620647,52.316345,48.054752,46.192017,34.285736,31.580456,29.746824,28.628904,26.590837,24.001091,22.96802,22.190716,20.75967,20.313604,19.120512,18.411636,18.081259,17.181692,16.010077,15.755887,15.14758,14.167468,14.081218,13.414376,12.96848,12.412738,12.238709,11.982123,11.587766,11.352364,11.045551,10.724798,10.552896,10.266994,9.624943,9.390368,9.056303,8.646752,8.518856,8.218236,7.770168,7.700363,7.547064,7.4363923,7.1530447,6.9175286,6.850706,6.600613,6.421318,6.259386,6.1795244,6.083441,5.988765,5.5443873,5.4754043,5.296434,5.180059,4.9469523,4.8713293,4.7137156,4.5039587,4.4705,4.3530545,4.1474676,4.0841794,3.9472213,3.8940146,3.7540998,3.727624,3.554347,3.4211388,3.387963,3.3441117,3.3010004,3.231463,3.1369727,3.113153,3.0555608,3.051893,2.924142,2.8087165,2.7777472,2.6820052,2.5682592,2.5542278,2.467757,2.453979,2.3932862,2.354898,2.3063965,2.278707,2.2070389,2.1552799,2.101187,2.0644064,1.9736898,1.9207685,1.8308425,1.8168834,1.7854849,1.7703229,1.7019693,1.6549966,1.621622,1.5851334,1.5602053,1.5341889,1.469417,1.4168079,1.3929967,1.3568465,1.3096147,1.2772919,1.2430203,1.1935856,1.1619967,1.1528606,1.0638702,1.0425122,1.0121655,0.5600579,0.00053289894,,,,,,,,,,,,,,,,,,,,,,,,,,
Perros de Reserva,,516.138488769531,516.13855,140.4342,516.1394,140.43358,132.67834,93.786575,75.08405,63.29507,59.256626,52.10661,48.197586,44.60119,39.94126,39.00146,37.211388,35.717724,34.486546,32.16792,28.509684,26.10083,25.352646,24.348955,23.114622,22.708227,21.03734,20.153517,19.953527,18.894526,17.459532,17.230047,16.259727,15.850429,15.244402,15.014243,14.038487,13.906684,13.380915,13.052589,12.243545,12.158789,11.891346,11.651968,11.278079,11.167028,10.51788,10.455259,10.241644,10.142056,9.598704,9.2575,9.075394,9.035589,8.87642,8.624885,8.482266,8.166343,7.887717,7.7309046,7.5354786,7.477397,7.4021783,7.3119464,7.2378135,7.0675335,6.9394836,6.6288033,6.5607944,6.3562627,6.2213407,6.1278877,5.856784,5.7431073,5.631646,5.4063115,5.3327117,5.2547345,5.1081014,5.0375485,4.7883096,4.7442007,4.6692157,4.5297046,4.4883914,4.405444,4.3706255,4.2071013,4.0231323,3.9881468,3.8699014,3.7638097,3.4627721,3.3832963,3.2930799,3.1677685,2.842519,2.7851322,2.4467065,2.4189186,2.2410748,2.1544673,2.1162283,2.0367367,1.8659556,1.7578571,1.7151539,1.6583644,1.5177518,1.4983566,1.4717987,1.3794931,1.3136232,1.2851192,1.1966726,1.1365377,1.1204196,1.0876372,1.0411437,1.0118799,0.95601463,0.88244045,0.8749683,0.77589375,0.7363336,0.6776486,0.64701873,0.57477134,0.5254797,0.43479317,0.26434264,0.00019080851,,,,,,,,,,,,,,,,,,,,,,,,,,
Humberto Monroy,,154.297973632813,154.29794,58.851234,154.29802,58.851173,44.062714,39.863407,36.153408,34.119236,28.86365,24.988897,22.912409,22.418146,20.353598,19.788368,18.39018,17.032576,15.901413,14.184814,12.629571,12.105933,11.548018,10.428811,10.021492,9.411873,9.25579,9.130498,8.577423,8.118373,7.774918,7.209399,6.229148,6.042683,5.94199,5.3639984,5.087074,4.623432,4.462552,4.4546466,4.226837,4.0618644,3.7758286,3.5646415,3.3509822,3.1824813,3.017094,2.9272654,2.8185158,2.751001,2.6575017,2.5598168,2.4465687,2.336668,2.267322,2.0991354,2.0602677,1.9669006,1.9618484,1.9181396,1.8479629,1.7736243,1.7114267,1.6352,1.6147705,1.5575317,1.4450139,1.3808087,1.3587227,1.3259646,1.3105222,1.2595218,1.2327387,1.161597,1.1515815,1.1042347,1.0582217,1.0548077,1.0032023,0.97049326,0.9639457,0.9571441,0.91264445,0.90246606,0.87393856,0.8458667,0.8329936,0.8206573,0.79842407,0.76613915,0.72866386,0.70795023,0.68745524,0.6799429,0.66113305,0.6450827,0.6389906,0.6259297,0.6139205,0.5893891,0.57181203,0.54814637,0.5115296,0.50068355,0.49079865,0.47927487,0.47856367,0.4700955,0.45208994,0.44236693,0.4311508,0.41624933,0.40299457,0.39380315,0.37406155,0.3628546,0.35316584,0.34426367,0.34153312,0.32810774,0.31975827,0.3041129,0.29665187,0.29237005,0.27576336,0.25353187,0.23101617,0.21522164,0.19668236,0.16795762,0.0834706,3.6787078e-05,,,,,,,,,,,,,,,,,,,,,,,,,,
Las Yumbeñas,,627.916259765625,627.91626,196.55719,627.9165,196.55717,145.05428,113.732994,109.94378,101.87294,92.95283,86.46227,82.15193,75.10356,70.579414,69.02445,65.21055,63.63021,60.204895,58.97427,55.730045,53.478065,51.006123,48.644035,47.792824,47.057396,44.193264,42.591732,42.1205,41.63411,40.281322,39.845825,37.89977,37.40225,35.856434,35.14377,34.29163,34.06839,32.681786,31.699389,30.848927,29.767931,28.72712,28.09513,27.713392,27.053476,26.752207,25.891495,25.255438,25.021872,24.159937,23.807037,22.88219,22.568054,22.229193,21.875885,21.28003,21.148638,20.474018,20.303963,20.13741,20.106588,19.438032,18.868708,18.528536,17.898811,17.42383,16.994226,16.945883,16.694393,16.511356,16.191408,15.968064,15.530229,15.204401,14.87631,14.697836,14.386155,14.114316,13.849564,13.097436,12.784096,12.588542,12.445632,12.179051,11.874027,11.657142,11.42481,10.967556,10.374123,10.287578,9.91373,9.77345,9.656091,9.259103,9.027425,8.812435,8.55587,8.260284,7.9560614,7.8109884,6.9338617,6.712022,6.2610316,5.750904,5.330753,4.902948,4.7911935,4.3092713,4.134755,3.9525192,3.797877,3.65889,3.2886307,3.1416788,2.9037566,2.7859266,2.5927045,2.4584475,2.3872774,2.2041366,2.160525,2.0931337,1.9922243,1.8904536,1.741369,1.5923407,1.4953312,1.3035544,0.99839497,0.5793664,0.00014963007,,,,,,,,,,,,,,,,,,,,,,,,,,
